Year,Quarter,Type_of_application,Category_of_leave,Industry,Applications
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",1955
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,71
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Real estate activities,66
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,94
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",8
2022,2022 Q2,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,313
2022,2022 Q2,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,1169
2022,2022 Q2,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,5
2022,2022 Q2,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2022,2022 Q2,Visa,Worker (Previously Tier 2),Administrative and support service activities,213
2022,2022 Q2,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",76
2022,2022 Q2,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",1229
2022,2022 Q2,Visa,Worker (Previously Tier 2),Construction,519
2022,2022 Q2,Visa,Worker (Previously Tier 2),Education,880
2022,2022 Q2,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",211
2022,2022 Q2,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,2869
2022,2022 Q2,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,14762
2022,2022 Q2,Visa,Worker (Previously Tier 2),Information and Communications,5395
2022,2022 Q2,Visa,Worker (Previously Tier 2),Manufacturing,1715
2022,2022 Q2,Visa,Worker (Previously Tier 2),Mining and Quarrying,168
2022,2022 Q2,Visa,Worker (Previously Tier 2),Other Service Activities,881
2022,2022 Q2,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",4020
2022,2022 Q2,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,157
2022,2022 Q2,Visa,Worker (Previously Tier 2),Real estate activities,63
2022,2022 Q2,Visa,Worker (Previously Tier 2),Transportation and Storage,314
2022,2022 Q2,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",14
2022,2022 Q2,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,351
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,6
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,30
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,2
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,586
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",1
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",8759
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Education,69
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,2
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,16
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,175
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,66
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",26
2022,2022 Q2,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,6
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,4
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,65
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,4
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,560
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",15317
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",2471
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Construction,6
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Education,6423
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",6
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,22
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,242
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Information and Communications,99
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Manufacturing,23
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Mining and Quarrying,3
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,312
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",776
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,6
2022,2022 Q2,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,72
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,608
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,1
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,2
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,1
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Administrative and support service activities,220
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",18
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",855
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Construction,277
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Education,1424
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",119
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Financial and Insurance Activities,2943
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Human Health and Social Work Activities,14622
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Information and Communications,3343
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Manufacturing,757
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Mining and Quarrying,101
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Other Service Activities,807
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",3136
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Public administration and defence; compulsory social security,137
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Real estate activities,77
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Transportation and Storage,127
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",14
2022,2022 Q3,Extensions of stay,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,484
2022,2022 Q3,Visa,Worker (Previously Tier 2),Accommodation and Food Service Activities,1765
2022,2022 Q3,Visa,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,13
2022,2022 Q3,Visa,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,1
2022,2022 Q3,Visa,Worker (Previously Tier 2),Administrative and support service activities,336
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Agriculture, Forestry and Fishing",108
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Arts, Entertainment and Recreation",1294
2022,2022 Q3,Visa,Worker (Previously Tier 2),Construction,850
2022,2022 Q3,Visa,Worker (Previously Tier 2),Education,2009
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Electricity, gas, steam and air conditioning supply",280
2022,2022 Q3,Visa,Worker (Previously Tier 2),Financial and Insurance Activities,4017
2022,2022 Q3,Visa,Worker (Previously Tier 2),Human Health and Social Work Activities,21543
2022,2022 Q3,Visa,Worker (Previously Tier 2),Information and Communications,6505
2022,2022 Q3,Visa,Worker (Previously Tier 2),Manufacturing,2417
2022,2022 Q3,Visa,Worker (Previously Tier 2),Mining and Quarrying,264
2022,2022 Q3,Visa,Worker (Previously Tier 2),Other Service Activities,1434
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Professional, Scientific and Technical Activities",5348
2022,2022 Q3,Visa,Worker (Previously Tier 2),Public administration and defence; compulsory social security,236
2022,2022 Q3,Visa,Worker (Previously Tier 2),Real estate activities,115
2022,2022 Q3,Visa,Worker (Previously Tier 2),Transportation and Storage,313
2022,2022 Q3,Visa,Worker (Previously Tier 2),"Water supply; sewerage, waste management and remediation activities",28
2022,2022 Q3,Visa,Worker (Previously Tier 2),Wholesale and retail trade; repair of motor vehicles and motorcycles,563
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,26
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,6
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Administrative and support service activities,610
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",3
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",7219
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Construction,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Education,120
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,13
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Information and Communications,150
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Manufacturing,1
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Other Service Activities,81
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",33
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,8
2022,2022 Q3,Extensions of stay,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,12
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Accommodation and Food Service Activities,29
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of extraterritorial organisations and bodies,81
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Activities of households as employers; production activities of household for own use,2
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Administrative and support service activities,640
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Agriculture, Forestry and Fishing",4959
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Arts, Entertainment and Recreation",3019
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Construction,8
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Education,3912
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Electricity, gas, steam and air conditioning supply",3
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Financial and Insurance Activities,30
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Human Health and Social Work Activities,540
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Information and Communications,111
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Manufacturing,46
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Mining and Quarrying,13
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Other Service Activities,792
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),"Professional, Scientific and Technical Activities",374
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Public administration and defence; compulsory social security,12
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Real estate activities,1
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Transportation and Storage,2
2022,2022 Q3,Visa,Temporary Worker (Previously Tier 5),Wholesale and retail trade; repair of motor vehicles and motorcycles,102
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Accommodation and Food Service Activities,1307
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of extraterritorial organisations and bodies,7
2022,2022 Q4,Extensions of stay,Worker (Previously Tier 2),Activities of households as employers; production activities of household for own use,4
